Product Name,Article Number,Product Description,Designer,Number of Ratings,Overall Rating,Product Department,Product Subfunction,Number of Packages,Package Width,Package Height,Package Length,Package Weight
VARDAGEN,803.098.11,,Preutz/Wihlborg/Braasch/Karlsson,13,4.9,Dining,Cooking preparation tools,1,12 cm,9 cm,30 cm,0.19 kg
VARDAGEN,603.098.26,,Preutz/Wihlborg/Braasch/Karlsson,4,4.5,Dining,Cooking utensils,1,8 cm,8 cm,30 cm,0.12 kg
VARDAGEN,903.098.15,,Preutz/Wihlborg/Braasch/Karlsson,12,4.5,Dining,Cooking utensils,1,9 cm,3 cm,30 cm,0.17 kg
VARDAGEN,403.098.13,,Preutz/Wihlborg/Braasch/Karlsson,13,4.2,Dining,Cooking utensils,1,6 cm,4 cm,30 cm,0.10 kg
VARDAGEN,303.243.62,Use the sharp edge to remove blemishes/eyes from the potato.,Preutz/Wihlborg/Braasch/Karlsson,22,3.4,Dining,Cooking preparation tools,1,6 cm,2 cm,22 cm,0.04 kg
IDEALISK,669.162.00,,,11,4.9,Dining,Cooking preparation tools,1,11 cm,9 cm,25 cm,0.22 kg
IDEALISK,101.490.29,"Levers make uncorking bottles easier.
								                                                                                          
								Bottle opener in the handle.",,21,4.5,Dining,Cooking preparation tools,1,6 cm,5 cm,17 cm,0.15 kg
"IKEA 365+
						 HJÄLTE",801.494.60,"Gentle to pots and pans with non-stick coating.
								                                                                                          
								Materials in the handle provide a firm grip.",Håkan Olsson,27,4.7,Dining,Cooking utensils,1,6 cm,3 cm,32 cm,0.16 kg
"IKEA 365+
						 HJÄLTE",001.494.59,"Gentle to pots and pans with non-stick coating.
								                                                                                          
								Materials in the handle provide a firm grip.",Håkan Olsson,38,4.7,Dining,Cooking utensils,1,6 cm,3 cm,33 cm,0.08 kg
"IKEA 365+
						 HJÄLTE",501.494.66,"Gentle to pots and pans with non-stick coating.
								                                                                                          
								Materials in the handle provide a firm grip.",Håkan Olsson,14,4.6,Dining,Cooking utensils,1,11 cm,3 cm,35 cm,0.11 kg
"IKEA 365+
						 HJÄLTE",201.494.58,"Gentle to pots and pans with non-stick coating.
								                                                                                          
								Extra wide turner makes it easier to turn fish or pancakes.",Håkan Olsson,15,4.9,Dining,Cooking utensils,1,17 cm,3 cm,32 cm,0.10 kg
"IKEA 365+
						 HJÄLTE",301.586.78,"Gentle to pots and pans with non-stick coating.
								                                                                                          
								Materials in the handle provide a firm grip.",Håkan Olsson,3,3.7,Dining,Cooking utensils,1,9 cm,9 cm,34 cm,0.08 kg
"IKEA 365+
						 HJÄLTE",601.494.61,"Materials in the handle provide a firm grip.
								                                                                                          
								The notch on the handle prevents the utensil from sliding into the pot.",Håkan Olsson,9,4.6,Dining,Cooking utensils,1,11 cm,3 cm,33 cm,0.16 kg
"IKEA 365+
						 HJÄLTE",701.494.65,"Materials in the handle provide a firm grip.
								                                                                                          
								The notch on the handle prevents the utensil from sliding into the pot.",Håkan Olsson,11,4.9,Dining,Cooking utensils,1,10 cm,9 cm,34 cm,0.22 kg
KONCIS,102.259.52,,Tord Björklund,15,4.8,Dining,Cooking utensils,1,8 cm,8 cm,30 cm,0.09 kg
KONCIS,602.259.59,,Tord Björklund,23,4.5,Dining,Cooking utensils,1,5 cm,4 cm,28 cm,0.10 kg
RÖRT,402.784.68,Gentle to pots and pans with non-stick coating.,Johanna Jelinek,39,4.7,Dining,Cooking utensils,1,6 cm,2 cm,31 cm,0.06 kg
RÖRT,002.784.65,Gentle to pots and pans with non-stick coating.,Johanna Jelinek,9,4.7,Dining,Cooking utensils,1,5 cm,2 cm,31 cm,0.05 kg
RÖRT,102.784.60,Gentle to pots and pans with non-stick coating.,Johanna Jelinek,36,4.8,Dining,Cooking utensils,1,7 cm,2 cm,31 cm,0.08 kg
"IKEA 365+
						 VÄRDEFULL",401.521.57,"Grates effectively in both directions.
								                                                                                          
								Different sides for coarse or fine grating.",Håkan Olsson,34,4.3,Dining,Cooking preparation tools,1,11 cm,10 cm,24 cm,0.37 kg
"IKEA 365+
						 VÄRDEFULL",801.521.55,"Can also be used as a bottle opener.
								                                                                                          
								Materials in the handle provide a firm grip.",Håkan Olsson,14,4.1,Dining,Cooking preparation tools,1,10 cm,5 cm,27 cm,0.18 kg
"IKEA 365+
						 VÄRDEFULL",601.521.56,"Knife for cutting the foil on wine bottles included.
								                                                                                          
								Materials in the handle provide a firm grip.",Håkan Olsson,28,4.8,Dining,Cooking preparation tools,1,12 cm,3 cm,26 cm,0.27 kg
"IKEA 365+
						 VÄRDEFULL",201.521.58,"The garlic chamber is easy to clean as it opens flat.
								                                                                                          
								Also works with unpeeled cloves.",Håkan Olsson,21,4.3,Dining,Cooking preparation tools,1,10 cm,5 cm,24 cm,0.31 kg
"IKEA 365+
						 VÄRDEFULL",701.527.40,Materials in the handle provide a firm grip.,Håkan Olsson,17,4.7,Dining,Cooking preparation tools,1,12 cm,7 cm,31 cm,0.37 kg
"IKEA 365+
						 VÄRDEFULL",301.751.40,Use the sharp edge to remove blemishes/eyes from the potato.,Håkan Olsson,27,5,Dining,Cooking preparation tools,1,10 cm,3 cm,24 cm,0.11 kg
VISPAD,602.575.25,,K Hagberg/M Hagberg,13,4.9,Dining,Colanders,1,na,na,16 cm,0.23 kg
ORDNING,900.118.29,,Mikael Warnhammar,33,4.7,Dining,Colanders,1,22 cm,20 cm,27 cm,0.67 kg
IDEALISK,761.137.85,,,19,4.9,Dining,Colanders,1,15 cm,9 cm,32 cm,0.16 kg
IDEALISK,200.275.36,,IKEA of Sweden,20,4.7,Dining,Colanders,1,25 cm,10 cm,42 cm,0.46 kg
IDEALISK,501.037.55,"Fits most sink bowls since the handles can be adjusted.
								                                                                                          
								Plastic-covered handles make the colander rest safely on the edge of the sink bowl.",,60,4.5,Dining,Colanders,1,23 cm,11 cm,34 cm,0.52 kg
GEMAK,202.335.41,,IKEA of Sweden,18,4.8,Dining,Colanders,1,23 cm,13 cm,28 cm,0.64 kg
TOKIG,601.486.78,The bowl can also be used for serving.,Henrik Preutz,95,4.7,Dining,Colanders,1,na,15 cm,na,0.38 kg
GUBBRÖRA,002.879.50,The pastry brush has a long handle that makes it easy to brush your baked pastries.,,16,4.7,Dining,Baking tools & accessories,1,4 cm,1 cm,25 cm,0.04 kg
GUBBRÖRA,902.257.31,Gentle to pots and pans with non-stick coating.,Jozephine Duker,65,4.9,Dining,Baking tools & accessories,1,5 cm,1 cm,25 cm,0.04 kg
CHOSIGT,701.531.79,,C Halskov/H Dalsgaard,30,4.9,Dining,Cooking preparation tools,1,14 cm,12 cm,16 cm,0.08 kg
CHOSIGT,802.084.78,"Fill with fruit juice and make your own ice pops. For the mold to easily loosen, rinse with lukewarm water.",,36,4.7,Dining,Ice cream & ice cube accessories,1,12 cm,11 cm,13 cm,0.13 kg
CHOSIGT,902.082.46,,C Halskov/H Dalsgaard,30,4.9,Dining,Ice cream & ice cube accessories,1,4 cm,4 cm,19 cm,0.11 kg
PLASTIS,601.381.13,,IKEA of Sweden,59,4.3,Dining,Drinking accessories,1,18 cm,3 cm,18 cm,0.11 kg
UTSPÄDD,403.083.52,"Fill with fruit juice and make your own ice pops. For the mold to easily loosen, rinse with lukewarm water.",,41,4.6,Dining,Ice cream & ice cube accessories,1,9 cm,6 cm,21 cm,0.19 kg
SPRITTA,001.521.64,You can squeeze any type of citrus fruit by changing the different inserts.,Carl Öjerstam,22,4.6,Dining,Cooking preparation tools,1,15 cm,8 cm,21 cm,0.26 kg
CHOSIGT,501.531.80,"You can grate cheese straight into the container, put the lid on and then store the cheese in the fridge.",Susan Pryke,52,4.8,Dining,Cooking preparation tools,1,13 cm,7 cm,18 cm,0.22 kg
STÄM,002.332.50,,Mia Lagerman,17,4,Dining,Cooking preparation tools,1,7 cm,2 cm,18 cm,0.06 kg
STÄM,602.332.52,Use the sharp edge to remove blemishes/eyes from the potato.,Mia Lagerman,20,4,Dining,Cooking preparation tools,1,3 cm,2 cm,19 cm,0.03 kg
SLÄT,802.139.84,The removable steel frame makes the egg slicer easy to clean.,Henrik Preutz,38,3.7,Dining,Cooking preparation tools,1,11 cm,3 cm,13 cm,0.07 kg
SPRITTA,901.529.99,"Can also be used for slicing onions into wedges, etc.",Carl Öjerstam,24,4.5,Dining,Cooking preparation tools,1,13 cm,6 cm,18 cm,0.13 kg
SMAKSAM,102.570.33,"Use your creativity and make your cakes, muffins and other baked goods into works of art with the help of the cake decorating set.",,21,2.8,Dining,Baking tools & accessories,1,13 cm,4 cm,36 cm,0.24 kg
SKALAD,002.876.67,The included knife protector protects the knife blade in the kitchen drawer and makes it practical and safe to bring the knife on a picnic.,,33,4.8,Dining,Knives,1,4 cm,2 cm,20 cm,0.03 kg
TROJKA,703.377.20,Designed for use by both right and left handed people.,IKEA of Sweden,57,4.8,Dining,Cooking preparation tools,1,6 cm,3 cm,22 cm,0.13 kg
MÄRKBART,403.285.57,Designed for use by both right and left handed people.,Sarah Fager,33,4.3,Dining,Cooking preparation tools,1,9 cm,2 cm,26 cm,0.11 kg
ÄDELSTEN,602.012.51,"Made of hard marble; crushes spices efficiently.
								                                                                                          
								Both sides can be used to crush spices in as the mortar is reversible.",K Hagberg/M Hagberg,28,4.8,Dining,Cooking preparation tools,1,14 cm,14 cm,16 cm,2.86 kg
FANTAST,801.004.06,Magnet on back - sticks to a refrigerator etc.,Carl Öjerstam,34,4,Dining,Measuring tools,1,12 cm,3 cm,20 cm,0.13 kg
STRÅLANDE,201.531.91,,Olle Lundberg,16,4.8,Dining,Cooking preparation tools,1,5 cm,5 cm,28 cm,0.11 kg
KLOCKREN,603.335.72,The colander can have three different heights. Easy to store when not used since it is collapsible to be entirely flat.,Tina Christensen,34,4.5,Dining,Cooking accessories,1,20 cm,4 cm,21 cm,0.36 kg
SMÅBIT,402.864.06,"Designed especially for safer and easier use for children, so that the whole family can help out in the kitchen.",Tina Christensen,18,4.8,Dining,Knives,1,12 cm,2 cm,26 cm,0.12 kg
VARDAGEN,303.243.57,,Preutz/Wihlborg/Braasch/Karlsson,7,4.9,Dining,Cooking preparation tools,1,7 cm,4 cm,13 cm,0.17 kg
FULLÄNDAD,203.929.93,Gentle to pots and pans with non-stick coating.,IKEA of Sweden,6,5,Dining,Cooking utensils,1,7 cm,4 cm,31 cm,0.05 kg
FULLÄNDAD,803.930.89,Gentle to pots and pans with non-stick coating.,IKEA of Sweden,11,4.9,Dining,Cooking utensils,1,9 cm,7 cm,31 cm,0.06 kg
FULLÄNDAD,203.929.88,Gentle to pots and pans with non-stick coating.,IKEA of Sweden,12,4.9,Dining,Cooking utensils,1,6 cm,5 cm,32 cm,0.05 kg
FULLÄNDAD,103.930.83,Gentle to pots and pans with non-stick coating.,IKEA of Sweden,10,3.4,Dining,Cooking utensils,1,6 cm,2 cm,28 cm,0.04 kg
FULLÄNDAD,803.929.85,Gentle to pots and pans with non-stick coating.,IKEA of Sweden,13,4.9,Dining,Cooking utensils,1,6 cm,5 cm,32 cm,0.04 kg
FULLÄNDAD,403.930.86,Gentle to pots and pans with non-stick coating.,IKEA of Sweden,11,5,Dining,Cooking utensils,1,5 cm,4 cm,28 cm,0.04 kg
GRILLTIDER,004.445.54,The silicone barbecue brush holds a big amount of liquid and makes it easy to spread it evenly on any surface.,IKEA of Sweden,1,5,Dining,Cooking preparation tools,1,5 cm,2 cm,25 cm,0.04 kg
GRILLTIDER,404.446.89,"The sharp tip makes it easy to put on food and use for grilled food, appetizers and fondue.",IKEA of Sweden,na,See Reviews,Dining,Cooking preparation tools,1,10 cm,1 cm,35 cm,0.08 kg
SOMMAR 2019,804.294.13,Handle in synthetic rubber provides a firm grip and is heat-insulating.,Ola Wihlborg,na,See Reviews,Dining,Cooking utensils,1,3 cm,2 cm,44 cm,0.17 kg
SOMMAR 2019,504.194.39,Handle in synthetic rubber provides a firm grip and is heat-insulating.,Ola Wihlborg,na,See Reviews,Dining,Cooking utensils,1,10 cm,3 cm,44 cm,0.19 kg
SOMMAR 2019,104.294.16,Handle in synthetic rubber provides a firm grip and is heat-insulating.,Ola Wihlborg,na,See Reviews,Dining,Cooking preparation tools,1,5 cm,4 cm,42 cm,0.31 kg
SOMMAR 2019,004.198.99,The skewer’s flat design keeps the food from slipping when you turn the skewer on the barbecue.,IKEA of Sweden,na,See Reviews,Dining,Cooking preparation tools,1,8 cm,2 cm,35 cm,0.12 kg
FEJKA,203.953.31,,,17,4.9,Dining,Artificial plants & flowers,1,13 cm,7 cm,19 cm,0.15 kg
FEJKA,203.495.32,Liven up your living space with greenery by decorating your walls with the artificial plant panel.,,7,4.3,Dining,Artificial plants & flowers,1,26 cm,5 cm,26 cm,0.08 kg
FEJKA,103.654.19,Liven up your living space with greenery by decorating your walls with the artificial plant panel.,,3,4.7,Dining,Artificial plants & flowers,1,26 cm,5 cm,26 cm,0.08 kg
FEJKA,403.495.31,FEJKA artificial potted plants that don’t require a green thumb. Perfect when you have better things to do than water plants and tidy up dead leaves. You’ll have everyone fooled because they look so real.,,37,4.8,Dining,Artificial plants & flowers,1,na,na,70 cm,0.35 kg
FEJKA,402.076.83,Lifelike artificial plant that remains looking fresh year after year.,,10,4.1,Dining,Artificial plants & flowers,1,28 cm,7 cm,43 cm,0.64 kg
FEJKA,803.952.91,,,5,4.8,Dining,Artificial plants & flowers,1,na,na,15 cm,0.04 kg
FEJKA,903.953.37,FEJKA artificial potted plants that don’t require a green thumb. Perfect when you have better things to do than water plants and tidy up dead leaves. You’ll have everyone fooled because they look so real.,,2,5,Dining,Artificial plants & flowers,1,na,na,21 cm,0.21 kg
FEJKA,902.076.85,FEJKA artificial potted plants that don’t require a green thumb. Perfect when you have better things to do than water plants and tidy up dead leaves. You’ll have everyone fooled because they look so real.,,44,4.9,Dining,Artificial plants & flowers,1,na,na,21 cm,0.21 kg
FEJKA,101.866.58,FEJKA artificial potted plants that don’t require a green thumb. Perfect when you have better things to do than water plants and tidy up dead leaves. You’ll have everyone fooled because they look so real.,,23,4.7,Dining,Artificial plants & flowers,1,na,na,175 cm,4.03 kg
FEJKA,304.103.12,FEJKA artificial potted plants that don’t require a green thumb. Perfect when you have better things to do than water plants and tidy up dead leaves. You’ll have everyone fooled because they look so real.,,na,See Reviews,Dining,Artificial plants & flowers,1,na,na,83 cm,2.86 kg
FEJKA,303.953.40,FEJKA artificial potted plants that don’t require a green thumb. Perfect when you have better things to do than water plants and tidy up dead leaves. You’ll have everyone fooled because they look so real.,,5,4.8,Dining,Artificial plants & flowers,1,na,na,18 cm,0.22 kg
BITTERGURKA,902.857.82,"Hang your herbs by a window, then unhook and bring to the table or cooking pot for fresh herbs with every meal.",Carl Hagerling,29,4.3,Dining,Indoor plant pots,1,na,na,11 cm,0.88 kg
